,paper_doi,conf_seriesId,conf_acronym,conf_name,conf_city,conf_country,author_order,author_givenName,author_familyName,org_gridId,org_name,org_city,org_country,org_countrycode,affiliationString,paper_title,book_doi,book_title,book_confSubtitle,rights,year
476154,10.1007/978-3-642-38288-8_15,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,1,Tobias,Käfer,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Observing Linked Data Dynamics,10.1007/978-3-642-38288-8,The Semantic Web: Semantics and Big Data,"10th International Conference, ESWC 2013, Montpellier, France, May 26-30, 2013. Proceedings",Restricted,2013-01-01
476202,10.1007/978-3-642-38288-8_20,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,1,Benedikt,Kämpgen,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,No Size Fits All – Running the Star Schema Benchmark with SPARQL and RDF Aggregate Views,10.1007/978-3-642-38288-8,The Semantic Web: Semantics and Big Data,"10th International Conference, ESWC 2013, Montpellier, France, May 26-30, 2013. Proceedings",Restricted,2013-01-01
476203,10.1007/978-3-642-38288-8_20,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,2,Andreas,Harth,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,No Size Fits All – Running the Star Schema Benchmark with SPARQL and RDF Aggregate Views,10.1007/978-3-642-38288-8,The Semantic Web: Semantics and Big Data,"10th International Conference, ESWC 2013, Montpellier, France, May 26-30, 2013. Proceedings",Restricted,2013-01-01
520353,10.1007/978-3-662-46641-4_4,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Benedikt,Kämpgen,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Representing Interoperable Provenance Descriptions for ETL Workflows,10.1007/978-3-662-46641-4,The Semantic Web: ESWC 2012 Satellite Events,"ESWC 2012 Satellite Events, Heraklion, Crete, Greece, May 27-31, 2012. Revised Selected Papers",,2015-01-01
520540,10.1007/978-3-662-46641-4_49,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,3,Maribel,Acosta,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,DEFENDER: A DEcomposer for quEries agaiNst feDERations of Endpoints,10.1007/978-3-662-46641-4,The Semantic Web: ESWC 2012 Satellite Events,"ESWC 2012 Satellite Events, Heraklion, Crete, Greece, May 27-31, 2012. Revised Selected Papers",,2015-01-01
520552,10.1007/978-3-662-46641-4_47,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Nadeschda,Nikitina,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,OBA: Supporting Ontology-Based Annotation of Natural Language Resources,10.1007/978-3-662-46641-4,The Semantic Web: ESWC 2012 Satellite Events,"ESWC 2012 Satellite Events, Heraklion, Crete, Greece, May 27-31, 2012. Revised Selected Papers",,2015-01-01
547070,10.1007/978-3-319-07443-6_40,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Benedikt,Kämpgen,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Accepting the XBRL Challenge with Linked Data for Financial Data Integration,10.1007/978-3-319-07443-6,The Semantic Web: Trends and Challenges,"11th International Conference, ESWC 2014, Anissaras, Crete, Greece, May 25-29, 2014, Proceedings",Restricted,2014-01-01
547071,10.1007/978-3-319-07443-6_40,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Tobias,Weller,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Accepting the XBRL Challenge with Linked Data for Financial Data Integration,10.1007/978-3-319-07443-6,The Semantic Web: Trends and Challenges,"11th International Conference, ESWC 2014, Anissaras, Crete, Greece, May 25-29, 2014, Proceedings",Restricted,2014-01-01
547074,10.1007/978-3-319-07443-6_40,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,5,Andreas,Harth,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Accepting the XBRL Challenge with Linked Data for Financial Data Integration,10.1007/978-3-319-07443-6,The Semantic Web: Trends and Challenges,"11th International Conference, ESWC 2014, Anissaras, Crete, Greece, May 25-29, 2014, Proceedings",Restricted,2014-01-01
547101,10.1007/978-3-319-07443-6_10,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Andreas,Wagner,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Pay-as-you-go Approximate Join Top-k Processing for the Web of Data,10.1007/978-3-319-07443-6,The Semantic Web: Trends and Challenges,"11th International Conference, ESWC 2014, Anissaras, Crete, Greece, May 25-29, 2014, Proceedings",Restricted,2014-01-01
547103,10.1007/978-3-319-07443-6_10,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,3,Thanh,Tran,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Pay-as-you-go Approximate Join Top-k Processing for the Web of Data,10.1007/978-3-319-07443-6,The Semantic Web: Trends and Challenges,"11th International Conference, ESWC 2014, Anissaras, Crete, Greece, May 25-29, 2014, Proceedings",Restricted,2014-01-01
713198,10.1007/978-3-642-30284-8_11,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Andreas,Wagner,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Top-k Linked Data Query Processing,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
713199,10.1007/978-3-642-30284-8_11,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Thanh Tran,Duc,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Top-k Linked Data Query Processing,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
713200,10.1007/978-3-642-30284-8_11,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,3,Günter,Ladwig,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Top-k Linked Data Query Processing,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
713201,10.1007/978-3-642-30284-8_11,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,4,Andreas,Harth,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Top-k Linked Data Query Processing,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
713202,10.1007/978-3-642-30284-8_11,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,5,Rudi,Studer,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Top-k Linked Data Query Processing,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
713228,10.1007/978-3-642-30284-8_21,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,3,Sebastian,Rudolph,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,LODifier: Generating Linked Data from Unstructured Text,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
852275,10.1007/978-3-642-13489-0_20,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Günter,Ladwig,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Combining Query Translation with Query Answering for Efficient Keyword Search,10.1007/978-3-642-13489-0,The Semantic Web: Research and Applications,"7th European Semantic Web Conference, ESWC 2010, Heraklion, Crete, Greece, May 30 - June 3, 2010, Proceedings, Part II",OpenAccess,2010-01-01
852276,10.1007/978-3-642-13489-0_20,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Thanh,Tran,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Combining Query Translation with Query Answering for Efficient Keyword Search,10.1007/978-3-642-13489-0,The Semantic Web: Research and Applications,"7th European Semantic Web Conference, ESWC 2010, Heraklion, Crete, Greece, May 30 - June 3, 2010, Proceedings, Part II",OpenAccess,2010-01-01
1083080,10.1007/978-3-319-11955-7_54,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Benedikt,Kämpgen,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,OLAP4LD – A Framework for Building Analysis Applications Over Governmental Statistics,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083081,10.1007/978-3-319-11955-7_54,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Andreas,Harth,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,OLAP4LD – A Framework for Building Analysis Applications Over Governmental Statistics,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083118,10.1007/978-3-319-11955-7_3,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Andreas,Wagner,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Entity-Based Data Source Contextualization for Searching the Web of Data,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083120,10.1007/978-3-319-11955-7_3,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,3,Achim,Rettinger,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Entity-Based Data Source Contextualization for Searching the Web of Data,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1145926,10.1007/978-3-642-41242-4_52,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,1,Tobias,Käfer,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology,Exploring the Dynamics of Linked Data,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
305920,10.1007/978-3-319-58451-5_12,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,1,Sebastian R.,Bader,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Automating the Dynamic Interactions of Self-governed Components in Distributed Architectures,10.1007/978-3-319-58451-5,The Semantic Web,"14th International Conference, ESWC 2017, Portoro?, Slovenia, May 28 ? June 1, 2017, Proceedings, Part II",Restricted,2017-01-01
319041,10.1007/978-3-642-21034-1_12,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Sebastian,Speiser,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Integrating Linked Data and Services with Linked Data Services,10.1007/978-3-642-21034-1,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part I",OpenAccess,2011-01-01
319042,10.1007/978-3-642-21034-1_12,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Andreas,Harth,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Integrating Linked Data and Services with Linked Data Services,10.1007/978-3-642-21034-1,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part I",OpenAccess,2011-01-01
476272,10.1007/978-3-642-38288-8_43,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,1,Michael,Färber,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Ontology-Supported Document Ranking for Novelty Search,10.1007/978-3-642-38288-8,The Semantic Web: Semantics and Big Data,"10th International Conference, ESWC 2013, Montpellier, France, May 26-30, 2013. Proceedings",Restricted,2013-01-01
516365,10.1007/978-3-319-58068-5_10,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,1,Maria,Koutraki,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Online Relation Alignment for Linked Datasets,10.1007/978-3-319-58068-5,The Semantic Web,"14th International Conference, ESWC 2017, Portoro?, Slovenia, May 28 ? June 1, 2017, Proceedings, Part I",Restricted,2017-01-01
547205,10.1007/978-3-319-07443-6_29,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Basil,Ell,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),SPARQL Query Verbalization for Explaining Semantic Search Engine Queries,10.1007/978-3-319-07443-6,The Semantic Web: Trends and Challenges,"11th International Conference, ESWC 2014, Anissaras, Crete, Greece, May 25-29, 2014, Proceedings",Restricted,2014-01-01
547206,10.1007/978-3-319-07443-6_29,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Andreas,Harth,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),SPARQL Query Verbalization for Explaining Semantic Search Engine Queries,10.1007/978-3-319-07443-6,The Semantic Web: Trends and Challenges,"11th International Conference, ESWC 2014, Anissaras, Crete, Greece, May 25-29, 2014, Proceedings",Restricted,2014-01-01
713134,10.1007/978-3-642-30284-8_16,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Uta,Lösch,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Graph Kernels for RDF Data,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
713136,10.1007/978-3-642-30284-8_16,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,3,Achim,Rettinger,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Graph Kernels for RDF Data,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
762084,10.1007/978-3-319-34129-3_18,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,1,Michael,Färber,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Towards Monitoring of Novel Statements in the News,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
762085,10.1007/978-3-319-34129-3_18,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,2,Achim,Rettinger,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Towards Monitoring of Novel Statements in the News,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
762086,10.1007/978-3-319-34129-3_18,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,3,Andreas,Harth,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Towards Monitoring of Novel Statements in the News,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
852143,10.1007/978-3-642-13489-0_6,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Sebastian,Speiser,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Usage Policies for Document Compositions,10.1007/978-3-642-13489-0,The Semantic Web: Research and Applications,"7th European Semantic Web Conference, ESWC 2010, Heraklion, Crete, Greece, May 30 - June 3, 2010, Proceedings, Part II",OpenAccess,2010-01-01
852144,10.1007/978-3-642-13489-0_6,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Rudi,Studer,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Usage Policies for Document Compositions,10.1007/978-3-642-13489-0,The Semantic Web: Research and Applications,"7th European Semantic Web Conference, ESWC 2010, Heraklion, Crete, Greece, May 30 - June 3, 2010, Proceedings, Part II",OpenAccess,2010-01-01
852185,10.1007/978-3-642-13489-0_2,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Martin,Junghans,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Towards Practical Semantic Web Service Discovery,10.1007/978-3-642-13489-0,The Semantic Web: Research and Applications,"7th European Semantic Web Conference, ESWC 2010, Heraklion, Crete, Greece, May 30 - June 3, 2010, Proceedings, Part II",OpenAccess,2010-01-01
852186,10.1007/978-3-642-13489-0_2,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Sudhir,Agarwal,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Towards Practical Semantic Web Service Discovery,10.1007/978-3-642-13489-0,The Semantic Web: Research and Applications,"7th European Semantic Web Conference, ESWC 2010, Heraklion, Crete, Greece, May 30 - June 3, 2010, Proceedings, Part II",OpenAccess,2010-01-01
852187,10.1007/978-3-642-13489-0_2,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,3,Rudi,Studer,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Towards Practical Semantic Web Service Discovery,10.1007/978-3-642-13489-0,The Semantic Web: Research and Applications,"7th European Semantic Web Conference, ESWC 2010, Heraklion, Crete, Greece, May 30 - June 3, 2010, Proceedings, Part II",OpenAccess,2010-01-01
892420,10.1007/978-3-319-18818-8_49,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,1,Patrick,Philipp,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Sequential Decision Making with Medical Interpretation Algorithms in the Semantic Web,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
892522,10.1007/978-3-319-18818-8_21,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,1,Achim,Rettinger,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Learning a Cross-Lingual Semantic Representation of Relations Expressed in Text,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
892523,10.1007/978-3-319-18818-8_21,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,2,Artem,Schumilin,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Learning a Cross-Lingual Semantic Representation of Relations Expressed in Text,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
892524,10.1007/978-3-319-18818-8_21,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,3,Steffen,Thoma,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Learning a Cross-Lingual Semantic Representation of Relations Expressed in Text,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
892525,10.1007/978-3-319-18818-8_21,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,4,Basil,Ell,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Learning a Cross-Lingual Semantic Representation of Relations Expressed in Text,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
1082940,10.1007/978-3-319-11955-7_47,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Michael,Färber,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Kuphi – an Investigation Tool for Searching for and via Semantic Relations,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1082941,10.1007/978-3-319-11955-7_47,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Lei,Zhang,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Kuphi – an Investigation Tool for Searching for and via Semantic Relations,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1082942,10.1007/978-3-319-11955-7_47,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,3,Achim,Rettinger,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Kuphi – an Investigation Tool for Searching for and via Semantic Relations,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083135,10.1007/978-3-319-11955-7_6,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Frederik,Bülthoff,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),RESTful or RESTless – Current State of Today’s Top Web APIs,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083136,10.1007/978-3-319-11955-7_6,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Maria,Maleshkova,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),RESTful or RESTless – Current State of Today’s Top Web APIs,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1173398,10.1007/978-3-319-25639-9_34,esws,ESWC,International Semantic Web Conference,Portoro?,Slovenia,1,Lei,Zhang,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Time-Aware Entity Search in DBpedia,10.1007/978-3-319-25639-9,The Semantic Web: ESWC 2015 Satellite Events,"ESWC 2015 Satellite Events, Portoro?, Slovenia, May 31 ? June 4, 2015, Revised Selected Papers",Restricted,2015-01-01
1173399,10.1007/978-3-319-25639-9_34,esws,ESWC,International Semantic Web Conference,Portoro?,Slovenia,2,Wentao,Chen,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Time-Aware Entity Search in DBpedia,10.1007/978-3-319-25639-9,The Semantic Web: ESWC 2015 Satellite Events,"ESWC 2015 Satellite Events, Portoro?, Slovenia, May 31 ? June 4, 2015, Revised Selected Papers",Restricted,2015-01-01
1173401,10.1007/978-3-319-25639-9_34,esws,ESWC,International Semantic Web Conference,Portoro?,Slovenia,4,Achim,Rettinger,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,Karlsruhe Institute of Technology (KIT),Time-Aware Entity Search in DBpedia,10.1007/978-3-319-25639-9,The Semantic Web: ESWC 2015 Satellite Events,"ESWC 2015 Satellite Events, Portoro?, Slovenia, May 31 ? June 4, 2015, Revised Selected Papers",Restricted,2015-01-01
852200,10.1007/978-3-642-13489-0_26,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,5,Nikita,Zhiltsov,grid.77268.3c,Kazan Federal University,Kazan’,Russia,RU,Kazan State University,Publishing Math Lecture Notes as Linked Data,10.1007/978-3-642-13489-0,The Semantic Web: Research and Applications,"7th European Semantic Web Conference, ESWC 2010, Heraklion, Crete, Greece, May 30 - June 3, 2010, Proceedings, Part II",OpenAccess,2010-01-01
547048,10.1007/978-3-319-07443-6_25,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Ansgar,Scherp,grid.9764.c,Kiel University,Kiel,Germany,DE,Kiel University,Providing Alternative Declarative Descriptions for Entity Sets Using Parallel Concept Lattices,10.1007/978-3-319-07443-6,The Semantic Web: Trends and Challenges,"11th International Conference, ESWC 2014, Anissaras, Crete, Greece, May 25-29, 2014, Proceedings",Restricted,2014-01-01
761994,10.1007/978-3-319-34129-3_7,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,3,Ansgar,Scherp,grid.9764.c,Kiel University,Kiel,Germany,DE,Kiel University,\n      TermPicker: Enabling the Reuse of Vocabulary Terms by Exploiting Data from the Linked Open Data Cloud,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
