,paper_doi,conf_seriesId,conf_acronym,conf_name,conf_city,conf_country,author_order,author_givenName,author_familyName,org_gridId,org_name,org_city,org_country,org_countrycode,affiliationString,paper_title,book_doi,book_title,book_confSubtitle,rights,year
718356,10.1007/978-3-540-68234-9_31,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,6,Claus,Zinn,,,,,, ,"Putting Ontology Alignment in Context: Usage Scenarios, Deployment and Evaluation in a Library Case",10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
718410,10.1007/978-3-540-68234-9_55,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,2,Arne,Berre,,,,,, ,SWING: An Integrated Environment for Geospatial Semantic Web Services,10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
718411,10.1007/978-3-540-68234-9_55,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,3,Luis,Costa,,,,,, ,SWING: An Integrated Environment for Geospatial Semantic Web Services,10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
718412,10.1007/978-3-540-68234-9_55,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,4,Philippe,Duchesne,,,,,, ,SWING: An Integrated Environment for Geospatial Semantic Web Services,10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
718414,10.1007/978-3-540-68234-9_55,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,6,Miha,Grcar,,,,,, ,SWING: An Integrated Environment for Geospatial Semantic Web Services,10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
718417,10.1007/978-3-540-68234-9_55,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,9,Joel,Langlois,,,,,, ,SWING: An Integrated Environment for Geospatial Semantic Web Services,10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
718418,10.1007/978-3-540-68234-9_55,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,10,Andreas,Limyr,,,,,, ,SWING: An Integrated Environment for Geospatial Semantic Web Services,10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
718422,10.1007/978-3-540-68234-9_55,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,14,Francois,Tertre,,,,,, ,SWING: An Integrated Environment for Geospatial Semantic Web Services,10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
718425,10.1007/978-3-540-68234-9_55,esws,ESWC,European Semantic Web Conference,Canary Islands,Spain,17,Nicolas,Zastavni,,,,,, ,SWING: An Integrated Environment for Geospatial Semantic Web Services,10.1007/978-3-540-68234-9,The Semantic Web: Research and Applications,"5th European Semantic Web Conference, ESWC 2008, Tenerife, Canary Islands, Spain",OpenAccess,2008-01-01
1173259,10.1007/978-3-319-25639-9_10,esws,ESWC,International Semantic Web Conference,Portoro?,Slovenia,1,Giorgos,Giannopoulos,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,ATHENA Research Center,FAGI-gis: A Tool for Fusing Geospatial RDF Data,10.1007/978-3-319-25639-9,The Semantic Web: ESWC 2015 Satellite Events,"ESWC 2015 Satellite Events, Portoro?, Slovenia, May 31 ? June 4, 2015, Revised Selected Papers",Restricted,2015-01-01
1173260,10.1007/978-3-319-25639-9_10,esws,ESWC,International Semantic Web Conference,Portoro?,Slovenia,2,Nick,Vitsas,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,ATHENA Research Center,FAGI-gis: A Tool for Fusing Geospatial RDF Data,10.1007/978-3-319-25639-9,The Semantic Web: ESWC 2015 Satellite Events,"ESWC 2015 Satellite Events, Portoro?, Slovenia, May 31 ? June 4, 2015, Revised Selected Papers",Restricted,2015-01-01
1173261,10.1007/978-3-319-25639-9_10,esws,ESWC,International Semantic Web Conference,Portoro?,Slovenia,3,Nikos,Karagiannakis,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,ATHENA Research Center,FAGI-gis: A Tool for Fusing Geospatial RDF Data,10.1007/978-3-319-25639-9,The Semantic Web: ESWC 2015 Satellite Events,"ESWC 2015 Satellite Events, Portoro?, Slovenia, May 31 ? June 4, 2015, Revised Selected Papers",Restricted,2015-01-01
1173262,10.1007/978-3-319-25639-9_10,esws,ESWC,International Semantic Web Conference,Portoro?,Slovenia,4,Dimitrios,Skoutas,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,ATHENA Research Center,FAGI-gis: A Tool for Fusing Geospatial RDF Data,10.1007/978-3-319-25639-9,The Semantic Web: ESWC 2015 Satellite Events,"ESWC 2015 Satellite Events, Portoro?, Slovenia, May 31 ? June 4, 2015, Revised Selected Papers",Restricted,2015-01-01
1173263,10.1007/978-3-319-25639-9_10,esws,ESWC,International Semantic Web Conference,Portoro?,Slovenia,5,Spiros,Athanasiou,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,ATHENA Research Center,FAGI-gis: A Tool for Fusing Geospatial RDF Data,10.1007/978-3-319-25639-9,The Semantic Web: ESWC 2015 Satellite Events,"ESWC 2015 Satellite Events, Portoro?, Slovenia, May 31 ? June 4, 2015, Revised Selected Papers",Restricted,2015-01-01
661882,10.1007/978-3-642-02121-3_36,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,1,Béla,Genge,grid.445833.d,Universitatea Petru Maior din Tîrgu Mureş,Târgu Mureş,Romania,RO,“Petru Maior” University of Târgu Mureş,Middleware for Automated Implementation of Security Protocols,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
661883,10.1007/978-3-642-02121-3_36,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,2,Piroska,Haller,grid.445833.d,Universitatea Petru Maior din Tîrgu Mureş,Târgu Mureş,Romania,RO,“Petru Maior” University of Târgu Mureş,Middleware for Automated Implementation of Security Protocols,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
713089,10.1007/978-3-642-30284-8_48,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Thomas,Meilender,,,,France,FR,A2ZI,From Web 1.0 to Social Semantic Web: Lessons Learnt from a Migration to a Medical Semantic Wiki,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
713096,10.1007/978-3-642-30284-8_48,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,3,Fabien,Palomares,,,,France,FR,A2ZI,From Web 1.0 to Social Semantic Web: Lessons Learnt from a Migration to a Medical Semantic Wiki,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
516357,10.1007/978-3-319-58068-5_28,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,4,Torben Bach,Pedersen,grid.5117.2,Aalborg University,Aalborg,Denmark,DK,Aalborg Universitet,SM4MQ: A Semantic Model for Multidimensional Queries,10.1007/978-3-319-58068-5,The Semantic Web,"14th International Conference, ESWC 2017, Portoro?, Slovenia, May 28 ? June 1, 2017, Proceedings, Part I",Restricted,2017-01-01
516358,10.1007/978-3-319-58068-5_28,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,5,Christian,Thomsen,grid.5117.2,Aalborg University,Aalborg,Denmark,DK,Aalborg Universitet,SM4MQ: A Semantic Model for Multidimensional Queries,10.1007/978-3-319-58068-5,The Semantic Web,"14th International Conference, ESWC 2017, Portoro?, Slovenia, May 28 ? June 1, 2017, Proceedings, Part I",Restricted,2017-01-01
761942,10.1007/978-3-319-34129-3_2,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,1,Jacobo,Rouces,grid.5117.2,Aalborg University,Aalborg,Denmark,DK,Aalborg University,Heuristics for Connecting Heterogeneous Knowledge via FrameBase,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
761944,10.1007/978-3-319-34129-3_2,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,3,Katja,Hose,grid.5117.2,Aalborg University,Aalborg,Denmark,DK,Aalborg University,Heuristics for Connecting Heterogeneous Knowledge via FrameBase,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
892382,10.1007/978-3-319-18818-8_17,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,1,Dilshod,Ibragimov,grid.5117.2,Aalborg University,Aalborg,Denmark,DK,Aalborg University,Processing Aggregate Queries in a Federation of SPARQL Endpoints,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
892383,10.1007/978-3-319-18818-8_17,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,2,Katja,Hose,grid.5117.2,Aalborg University,Aalborg,Denmark,DK,Aalborg University,Processing Aggregate Queries in a Federation of SPARQL Endpoints,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
892384,10.1007/978-3-319-18818-8_17,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,3,Torben Bach,Pedersen,grid.5117.2,Aalborg University,Aalborg,Denmark,DK,Aalborg University,Processing Aggregate Queries in a Federation of SPARQL Endpoints,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
892394,10.1007/978-3-319-18818-8_31,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,1,Jacobo,Rouces,grid.5117.2,Aalborg University,Aalborg,Denmark,DK,Aalborg University,FrameBase: Representing N-Ary Relations Using Semantic Frames,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
892396,10.1007/978-3-319-18818-8_31,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,3,Katja,Hose,grid.5117.2,Aalborg University,Aalborg,Denmark,DK,Aalborg University,FrameBase: Representing N-Ary Relations Using Semantic Frames,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
335694,10.1007/978-3-319-47602-5_5,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,1,Kasper,Apajalahti,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,StaRe: Statistical Reasoning Tool for 5G Network Management,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
335695,10.1007/978-3-319-47602-5_5,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,2,Eero,Hyvönen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,StaRe: Statistical Reasoning Tool for 5G Network Management,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
713231,10.1007/978-3-642-30284-8_35,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Tuukka,Ruotsalo,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Domain Specific Data Retrieval on the Semantic Web,10.1007/978-3-642-30284-8,The Semantic Web: Research and Applications,"9th Extended Semantic Web Conference, ESWC 2012, Heraklion, Crete, Greece, May 27-31, 2012, Proceedings",OpenAccess,2012-01-01
761917,10.1007/978-3-319-34129-3_46,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,1,Eero,Hyvönen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,WarSampo Data Service and Semantic Portal for Publishing Linked Open Data About the Second World War History,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
761918,10.1007/978-3-319-34129-3_46,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,2,Erkki,Heino,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,WarSampo Data Service and Semantic Portal for Publishing Linked Open Data About the Second World War History,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
761919,10.1007/978-3-319-34129-3_46,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,3,Petri,Leskinen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,WarSampo Data Service and Semantic Portal for Publishing Linked Open Data About the Second World War History,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
761920,10.1007/978-3-319-34129-3_46,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,4,Esko,Ikkala,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,WarSampo Data Service and Semantic Portal for Publishing Linked Open Data About the Second World War History,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
761921,10.1007/978-3-319-34129-3_46,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,5,Mikko,Koho,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,WarSampo Data Service and Semantic Portal for Publishing Linked Open Data About the Second World War History,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
761922,10.1007/978-3-319-34129-3_46,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,6,Minna,Tamper,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,WarSampo Data Service and Semantic Portal for Publishing Linked Open Data About the Second World War History,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
761923,10.1007/978-3-319-34129-3_46,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,7,Jouni,Tuominen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,WarSampo Data Service and Semantic Portal for Publishing Linked Open Data About the Second World War History,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
761924,10.1007/978-3-319-34129-3_46,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,8,Eetu,Mäkelä,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,WarSampo Data Service and Semantic Portal for Publishing Linked Open Data About the Second World War History,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
1082993,10.1007/978-3-319-11955-7_61,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Eetu,Mäkelä,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Aether – Generating and Viewing Extended VoID Statistical Descriptions of RDF Datasets,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1082996,10.1007/978-3-319-11955-7_62,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Eetu,Mäkelä,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,"SPARQL SAHA, a Configurable Linked Data Editor and Browser as a Service",10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1082997,10.1007/978-3-319-11955-7_62,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Eero,Hyvönen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,"SPARQL SAHA, a Configurable Linked Data Editor and Browser as a Service",10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083061,10.1007/978-3-319-11955-7_60,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Eetu,Mäkelä,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Combining a REST Lexical Analysis Web Service with SPARQL for Mashup Semantic Annotation from Text,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083146,10.1007/978-3-319-11955-7_7,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Mikko,Koho,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Ornithology Based on Linking Bird Observations with Weather Data,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083148,10.1007/978-3-319-11955-7_7,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Eero,Hyvönen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Ornithology Based on Linking Bird Observations with Weather Data,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083161,10.1007/978-3-319-11955-7_24,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Eero,Hyvönen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Linked Data Finland: A 7-star Model and Platform for Publishing and Re-using Linked Datasets,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083162,10.1007/978-3-319-11955-7_24,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Jouni,Tuominen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Linked Data Finland: A 7-star Model and Platform for Publishing and Re-using Linked Datasets,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083163,10.1007/978-3-319-11955-7_24,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,3,Miika,Alonen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Linked Data Finland: A 7-star Model and Platform for Publishing and Re-using Linked Datasets,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083164,10.1007/978-3-319-11955-7_24,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,4,Eetu,Mäkelä,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Linked Data Finland: A 7-star Model and Platform for Publishing and Re-using Linked Datasets,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1145974,10.1007/978-3-642-41242-4_25,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,1,Miika,Alonen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Exploring the Linked University Data with Visualization Tools,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1145975,10.1007/978-3-642-41242-4_25,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,2,Tomi,Kauppinen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Exploring the Linked University Data with Visualization Tools,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1145976,10.1007/978-3-642-41242-4_25,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,3,Osma,Suominen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Exploring the Linked University Data with Visualization Tools,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1145977,10.1007/978-3-642-41242-4_25,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,4,Eero,Hyvönen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University,Exploring the Linked University Data with Visualization Tools,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
368424,10.1007/978-3-642-21064-8_17,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Matias,Frosterus,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,DataFinland—A Semantic Portal for Open and Linked Datasets,10.1007/978-3-642-21064-8,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part II",OpenAccess,2011-01-01
368425,10.1007/978-3-642-21064-8_17,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Eero,Hyvönen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,DataFinland—A Semantic Portal for Open and Linked Datasets,10.1007/978-3-642-21064-8,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part II",OpenAccess,2011-01-01
368426,10.1007/978-3-642-21064-8_17,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,3,Joonas,Laitio,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,DataFinland—A Semantic Portal for Open and Linked Datasets,10.1007/978-3-642-21064-8,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part II",OpenAccess,2011-01-01
1145881,10.1007/978-3-642-41242-4_51,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,1,Jouni,Tuominen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,The Birds of the World Ontology AVIO,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1145882,10.1007/978-3-642-41242-4_51,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,2,Nina,Laurenne,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,The Birds of the World Ontology AVIO,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1145883,10.1007/978-3-642-41242-4_51,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,3,Mikko,Koho,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,The Birds of the World Ontology AVIO,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1145884,10.1007/978-3-642-41242-4_51,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,4,Eero,Hyvönen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,The Birds of the World Ontology AVIO,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1145988,10.1007/978-3-642-41242-4_49,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,1,Matias,Frosterus,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,Linked Open Ontology Cloud KOKO—Managing a System of Cross-Domain Lightweight Ontologies,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1145989,10.1007/978-3-642-41242-4_49,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,2,Jouni,Tuominen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,Linked Open Ontology Cloud KOKO—Managing a System of Cross-Domain Lightweight Ontologies,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1145990,10.1007/978-3-642-41242-4_49,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,3,Sini,Pessala,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,Linked Open Ontology Cloud KOKO—Managing a System of Cross-Domain Lightweight Ontologies,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
